fecha_interaccion,canal,pais,cola,motivo_consulta,resuelto_chatbot,transferido_agente,fcr,tiempo_respuesta_seg,aht_seg,csat,nps,funnel_devoluciones,id_sesion
2025-09-09 21:54:57.132072,WhatsApp Business,ES,General,Consultar catálogo,1,0,1,20.28730983028088,55.253143108362046,,7.0,,1026
2025-09-09 21:55:57.132072,Voz,ES,General,Consultar catálogo,0,1,1,24.926158644726645,219.995279320239,,2.0,,825
2025-09-09 21:56:57.132072,WhatsApp Business,ES,Entregas,Incidencia de entrega,0,1,0,3.1032361086790896,207.354978655858,,,,821
2025-09-09 22:04:57.132072,Web,ES,Devoluciones,Devoluciones,1,0,1,8.908686241504219,25.89255929899532,4.613060071698167,7.0,Inicio,986
2025-09-09 22:12:57.132072,App móvil,ES,General,Consultar catálogo,1,0,1,15.98582063769514,41.80195067766674,,,,836
2025-09-09 22:13:57.132072,WhatsApp Business,MX,Entregas,Incidencia de entrega,0,1,0,12.34499895280202,300.8802490220576,4.201668415096485,7.0,,1027
2025-09-09 22:19:57.132072,Voz,ES,General,Estado de pedido,0,0,1,19.199069877735432,28.64959331974893,,,,944
2025-09-09 22:20:57.132072,Voz,ES,Devoluciones,Devoluciones,1,0,0,2.0,33.85999241035297,4.82053012273822,4.0,Inicio,823
2025-09-09 22:24:57.132072,Web,MX,Devoluciones,Devoluciones,1,0,1,11.619058571598414,36.991539397886925,4.8595406680761215,,Inicio,1073
2025-09-09 22:25:57.132072,WhatsApp Business,ES,Devoluciones,Devoluciones,1,0,0,7.330374100296712,42.51957492648306,4.225805907587267,10.0,Inicio,860
2025-09-09 22:33:57.132072,App móvil,PT,Devoluciones,Devoluciones,0,1,0,16.030019841470946,294.15069867119456,4.167332840336998,,Inicio,1064
2025-09-09 22:33:57.132072,WhatsApp Business,MX,General,Estado de pedido,1,0,1,15.736167137765673,49.28320114313386,,,,962
2025-09-09 22:35:57.132072,WhatsApp Business,PT,Entregas,Incidencia de entrega,1,0,1,13.5240566910805,25.297678603814933,,,,975
2025-09-09 22:45:57.132072,Voz,MX,Entregas,Incidencia de entrega,1,0,0,5.772215095416055,41.63605471309543,4.0478130678113775,4.0,,1007
2025-09-09 22:53:57.132072,Voz,ES,Entregas,Incidencia de entrega,1,0,1,12.995367745603426,18.580420698902984,,,,1072
2025-09-09 23:00:57.132072,WhatsApp Business,ES,General,Estado de pedido,1,0,1,7.352242796304912,39.200562461309616,,,,1069
2025-09-09 23:04:57.132072,WhatsApp Business,ES,General,Consultar catálogo,1,0,0,10.707835543865144,32.62991279093374,5.0,,,820
2025-09-09 23:18:57.132072,Email,PT,Entregas,Incidencia de entrega,0,0,1,11.294320691773915,57.36495051281908,3.7016989942129577,,,981
2025-09-09 23:19:57.132072,App móvil,PT,General,Estado de pedido,1,0,1,8.733507070208306,11.670687451328686,,,,1035
2025-09-10 00:00:57.132072,WhatsApp Business,PT,General,Cambio de dirección,1,0,1,6.393638361009752,26.94908879252546,,,,889
2025-09-10 00:09:57.132072,Email,ES,Entregas,Incidencia de entrega,1,0,0,9.11055159139408,46.6082094994973,3.975853535623405,,,963
2025-09-10 00:19:57.132072,Email,ES,Devoluciones,Devoluciones,1,0,1,18.030055799144456,48.88947796655289,,,Inicio,942
2025-09-10 00:20:57.132072,Web,PT,General,Estado de pedido,1,0,1,9.298268751497115,39.21686549834578,,3.0,,966
2025-09-10 00:20:57.132072,Voz,MX,General,Estado de pedido,0,1,1,14.483054517438424,339.692332963019,3.881397011572191,8.0,,882
2025-09-10 00:35:57.132072,WhatsApp Business,ES,Devoluciones,Devoluciones,1,0,1,19.049688719525317,49.586983405077234,,,Inicio,853
2025-09-10 00:36:57.132072,Web,MX,General,Estado de pedido,0,1,0,17.986210741430593,341.38024008664667,,,,931
2025-09-10 00:37:57.132072,Web,ES,General,Consultar catálogo,0,1,0,26.30821489106165,221.0444564336672,4.447904130550646,,,855
2025-09-10 00:45:57.132072,App móvil,ES,Devoluciones,Devoluciones,1,0,1,19.829831465139787,35.07732848438016,,,Inicio,1071
2025-09-10 00:53:57.132072,Voz,PT,General,Consultar catálogo,1,0,1,17.356391452228625,34.59339456248158,5.0,,,938
2025-09-10 01:09:57.132072,App móvil,PT,Devoluciones,Devoluciones,0,1,0,10.23606813072066,220.9841867523776,3.662506338827781,,Inicio,954
2025-09-10 01:15:57.132072,WhatsApp Business,ES,General,Consultar catálogo,1,0,1,13.368618652396345,60.31850513361401,4.859425883656918,,,845
2025-09-10 01:16:57.132072,App móvil,PT,General,Consultar catálogo,1,0,1,13.449015931642402,63.6029779393362,,,,959
2025-09-10 01:19:57.132072,Web,PT,General,Cambio de dirección,1,0,1,22.28654483401553,30.865310598091167,,7.0,,982
2025-09-10 01:32:57.132072,App móvil,PT,General,Estado de pedido,1,0,1,14.276133042395246,31.458881828994077,,,,1037
2025-09-10 01:32:57.132072,Web,ES,General,Estado de pedido,1,0,1,13.471936949214864,31.32151315287241,4.598011836916653,,,849
2025-09-10 01:53:57.132072,App móvil,ES,General,Consultar catálogo,0,1,0,16.911986161365068,164.79546963502634,,,,848
2025-09-10 02:00:57.132072,Email,ES,Devoluciones,Devoluciones,0,1,0,16.82345871638523,285.8989573801128,,,Inicio,865
2025-09-10 02:13:57.132072,Email,ES,Devoluciones,Devoluciones,0,1,0,10.581943782776916,203.38624518248025,3.779600397148022,5.0,Inicio,977
2025-09-10 02:13:57.132072,WhatsApp Business,ES,Entregas,Incidencia de entrega,1,0,1,11.46052214491759,49.96367754291048,,,,826
2025-09-10 02:16:57.132072,Email,ES,General,Estado de pedido,1,0,1,21.827182090450805,25.288771541916976,4.29629026138265,,,992
2025-09-10 02:23:57.132072,WhatsApp Business,PT,General,Estado de pedido,1,0,0,14.968478472134343,16.852654625795065,5.0,,,841
2025-09-10 02:29:57.132072,App móvil,ES,General,Consultar catálogo,1,0,1,14.6078739416961,23.128811431919928,,,,926
2025-09-10 02:31:57.132072,WhatsApp Business,MX,General,Estado de pedido,1,0,1,20.71020275281891,5.507625365563435,,,,934
2025-09-10 02:32:57.132072,App móvil,ES,Devoluciones,Devoluciones,1,0,1,15.7634737420201,47.69756645007458,4.895378642119274,6.0,Inicio,880
2025-09-10 02:38:57.132072,Web,MX,General,Consultar catálogo,1,0,1,14.456702364113562,80.21590928668836,4.597900934358825,,,917
2025-09-10 02:45:57.132072,App móvil,MX,General,Estado de pedido,0,1,1,16.892922921052513,199.83849275591808,3.7012255334517272,3.0,,861
2025-09-10 02:50:57.132072,WhatsApp Business,ES,Entregas,Incidencia de entrega,1,0,0,23.2514677225598,53.19101169083277,,,,923
2025-09-10 02:53:57.132072,Web,PT,Entregas,Incidencia de entrega,0,1,1,12.06474824053415,179.91362410807653,,,,842
2025-09-10 03:12:57.132072,Web,PT,Devoluciones,Devoluciones,1,0,1,13.40638761129068,69.33323162429717,,,Inicio,835
2025-09-10 03:36:57.132072,Web,MX,General,Estado de pedido,1,0,1,9.122938025821249,42.191339600571226,4.400679661110381,,,940
2025-09-10 03:38:57.132072,WhatsApp Business,PT,General,Consultar catálogo,1,0,1,18.72601257364688,33.04376955569214,3.8782283800300665,,,811
2025-09-10 03:41:57.132072,Web,MX,General,Cambio de dirección,1,0,1,12.661841221652775,11.269619747906088,,,,1066
2025-09-10 03:41:57.132072,App móvil,PT,General,Estado de pedido,1,0,1,6.89407403452606,31.27923668980414,4.739821266960256,8.0,,946
2025-09-10 03:42:57.132072,App móvil,MX,Devoluciones,Devoluciones,0,0,0,11.289648597157475,65.50946465882045,,,Inicio,838
2025-09-10 03:45:57.132072,Voz,ES,General,Cambio de dirección,1,0,1,19.8034538825438,27.088909835498196,,,,983
2025-09-10 03:51:57.132072,Web,ES,Entregas,Incidencia de entrega,0,0,1,20.36313486307683,41.77867906513912,3.4004784686888314,,,875
2025-09-10 03:52:57.132072,Web,ES,General,Cambio de dirección,1,0,1,8.917844922406978,41.75597899345295,,,,967
2025-09-10 04:09:57.132072,Web,ES,Entregas,Incidencia de entrega,0,0,0,14.599900438714435,44.50457092067136,4.612212202946679,,,910
2025-09-10 04:21:57.132072,WhatsApp Business,ES,General,Consultar catálogo,1,0,1,15.04279872152651,32.14284535735037,3.867010406003317,,,945
2025-09-10 04:29:57.132072,WhatsApp Business,ES,General,Consultar catálogo,1,0,1,5.8753807420806,41.54188058068437,,,,1068
2025-09-10 04:52:57.132072,Web,ES,Entregas,Incidencia de entrega,1,0,0,12.829420882978976,49.61266974168499,,,,913
2025-09-10 05:01:57.132072,WhatsApp Business,ES,General,Estado de pedido,1,0,0,11.658083967222082,71.75987623306176,4.797539359758567,,,831
2025-09-10 05:06:57.132072,Email,ES,General,Consultar catálogo,1,0,1,19.478765220173266,42.96765913050467,4.8666034915829295,,,891
2025-09-10 05:07:57.132072,App móvil,ES,General,Cambio de dirección,1,0,1,23.14293976220843,32.59311558375493,5.0,,,827
2025-09-10 05:07:57.132072,WhatsApp Business,ES,General,Estado de pedido,1,0,1,11.605115739198604,44.07600237060924,,,,817
2025-09-10 05:11:57.132072,Web,ES,Devoluciones,Devoluciones,0,1,0,12.53496823171992,182.6292143794911,,9.0,Inicio,987
2025-09-10 05:11:57.132072,WhatsApp Business,MX,General,Estado de pedido,1,0,1,20.97279578031408,58.21545581235457,,,,839
2025-09-10 05:12:57.132072,Email,ES,General,Estado de pedido,0,1,1,15.570122323316417,337.2296095656185,3.950403904782723,,,876
2025-09-10 05:13:57.132072,WhatsApp Business,ES,Devoluciones,Devoluciones,0,1,0,5.66875830421256,174.2348696189107,4.197695385056929,,Inicio,1063
2025-09-10 05:25:57.132072,Voz,ES,General,Estado de pedido,1,0,1,16.557387384755067,25.119692074945974,4.843062631011937,,,840
2025-09-10 05:26:57.132072,Web,ES,General,Estado de pedido,0,0,0,17.4105154306827,35.892734775706906,3.700781567285581,,,958
2025-09-10 05:27:57.132072,Voz,PT,General,Estado de pedido,1,0,1,16.608917954357484,60.68952302750996,4.426677206885078,,,1018
2025-09-10 05:28:57.132072,Voz,ES,General,Estado de pedido,0,1,0,15.255039145398314,326.4619552058318,3.887512464769989,4.0,,885
2025-09-10 05:39:57.132072,WhatsApp Business,ES,Devoluciones,Devoluciones,1,0,1,9.031320499648452,40.439418357975406,,6.0,Inicio,1055
2025-09-10 06:01:57.132072,Web,ES,Devoluciones,Devoluciones,1,0,1,11.517898626272377,63.152109341993466,,6.0,Inicio,1015
2025-09-10 06:05:57.132072,WhatsApp Business,ES,General,Consultar catálogo,1,0,1,20.53123438909585,47.60195640407941,,9.0,,1023
2025-09-10 06:06:57.132072,Web,ES,General,Estado de pedido,0,1,1,10.445730947712438,292.0979479035865,3.491072086457369,5.0,,961
2025-09-10 06:17:57.132072,Voz,ES,Devoluciones,Devoluciones,1,0,1,5.411385735922989,23.289434506294917,3.872020247236425,,Inicio,968
2025-09-10 06:19:57.132072,Web,ES,General,Consultar catálogo,0,1,1,16.492982534328316,279.0574431217068,,,,950
2025-09-10 06:24:57.132072,App móvil,PT,General,Consultar catálogo,0,1,0,7.431554173540031,219.0772120258405,4.253184673351383,,,948
2025-09-10 06:28:57.132072,Web,ES,Entregas,Incidencia de entrega,1,0,1,18.87897641561469,59.92750109322897,5.0,,,993
2025-09-10 06:28:57.132072,Voz,MX,General,Cambio de dirección,0,0,1,13.894418868971236,38.86729789797148,3.980116548622911,,,894
2025-09-10 06:33:57.132072,Email,ES,General,Consultar catálogo,1,0,1,15.282522605308523,44.34366175301544,,6.0,,964
2025-09-10 06:33:57.132072,WhatsApp Business,MX,Entregas,Incidencia de entrega,0,1,0,11.916105379191288,244.95011075087217,,,,1043
2025-09-10 06:35:57.132072,App móvil,ES,Devoluciones,Devoluciones,0,0,0,10.731031382143776,43.25827582854193,,,Inicio,990
2025-09-10 06:45:57.132072,App móvil,ES,General,Estado de pedido,0,0,0,14.958642800811232,24.8096436024652,3.765279861650839,,,903
2025-09-10 06:48:57.132072,Email,MX,Devoluciones,Devoluciones,0,1,0,10.678033479144784,299.8110653830581,,,Inicio,978
2025-09-10 06:49:57.132072,Voz,ES,General,Cambio de dirección,1,0,1,10.156539845340758,41.887133039666445,,,,896
2025-09-10 06:58:57.132072,WhatsApp Business,MX,Entregas,Incidencia de entrega,0,1,0,16.03089940039342,255.0508363283592,,,,837
2025-09-10 07:06:57.132072,Web,PT,General,Estado de pedido,1,0,1,19.965094638768058,13.137649502824388,5.0,,,1017
2025-09-10 07:12:57.132072,App móvil,MX,General,Estado de pedido,0,1,0,10.149007650342842,278.3027038888089,,8.0,,904
2025-09-10 07:30:57.132072,Voz,PT,General,Consultar catálogo,1,0,1,18.515766081415897,39.8472652741875,4.795122269024195,9.0,,871
2025-09-10 07:33:57.132072,Web,ES,General,Estado de pedido,1,0,1,13.496259870119284,58.68408296341538,,,,1020
2025-09-10 07:37:57.132072,Web,ES,General,Estado de pedido,0,1,1,17.649517205909817,195.59587855555685,,,,970
2025-09-10 07:45:57.132072,App móvil,MX,Devoluciones,Devoluciones,0,1,1,10.982700722170406,353.3020365303218,3.496139406716545,,Inicio,856
2025-09-10 07:48:57.132072,App móvil,ES,Entregas,Incidencia de entrega,1,0,1,8.516840576627263,57.49109274379455,,,,914
2025-09-10 07:52:57.132072,WhatsApp Business,MX,Entregas,Incidencia de entrega,1,0,1,11.575837602051598,39.32006166614536,5.0,,,869
2025-09-10 07:56:57.132072,Web,MX,Devoluciones,Devoluciones,1,0,1,14.172647032982972,62.99588711499557,,,Inicio,1005
2025-09-10 07:56:57.132072,Web,PT,Devoluciones,Devoluciones,0,1,0,14.424479824414188,203.5293974739853,4.96827856119398,7.0,Inicio,911
2025-09-10 07:57:57.132072,App móvil,PT,Devoluciones,Devoluciones,0,0,1,5.113130002287212,32.91811370801844,3.979019546415071,10.0,Inicio,815
2025-09-10 08:00:57.132072,WhatsApp Business,ES,General,Consultar catálogo,1,0,0,10.788034141155272,52.35769803790287,,,,1000
2025-09-10 08:05:57.132072,WhatsApp Business,ES,General,Estado de pedido,0,0,1,19.630161666108226,31.84959708635031,3.9835257277307634,,,1014
2025-09-10 08:09:57.132072,Voz,PT,General,Consultar catálogo,1,0,0,14.938423647847062,32.06568988662045,3.870540588011666,,,1012
2025-09-10 08:14:57.132072,App móvil,ES,General,Estado de pedido,0,1,0,6.569138965355142,261.5624344887614,,,,873
2025-09-10 08:18:57.132072,Web,MX,General,Estado de pedido,1,0,1,6.871012893003195,60.269278766370135,4.938117490833071,,,1049
2025-09-10 08:20:57.132072,Email,ES,General,Estado de pedido,1,0,1,21.23093366556983,49.210088107228,4.892865669345962,10.0,,901
2025-09-10 08:20:57.132072,WhatsApp Business,MX,Entregas,Incidencia de entrega,0,0,1,11.127895155189249,40.3863675141593,2.864695264752087,6.0,,1034
2025-09-10 08:23:57.132072,Web,ES,General,Consultar catálogo,1,0,1,18.659703086120672,53.92339934833416,4.342138922735735,8.0,,947
2025-09-10 08:29:57.132072,WhatsApp Business,ES,General,Estado de pedido,1,0,1,20.12767036616531,52.64509277046759,,,,857
2025-09-10 08:30:57.132072,Web,ES,General,Estado de pedido,1,0,1,9.74052309228302,74.39001574944504,,,,844
2025-09-10 08:31:57.132072,Web,ES,General,Estado de pedido,1,0,1,17.060673934401493,45.76703688004726,3.1654231352514914,,,879
2025-09-10 08:34:57.132072,Web,PT,General,Estado de pedido,1,0,1,13.972546352016307,27.53227967458958,,3.0,,932
2025-09-10 08:40:57.132072,Voz,ES,Devoluciones,Devoluciones,1,0,1,15.4946047365363,78.49897942604707,4.80045969776921,,Inicio,951
2025-09-10 08:44:57.132072,Voz,ES,General,Consultar catálogo,0,0,0,7.5963454876528465,40.25802444620746,4.6198278319862816,7.0,,864
2025-09-10 08:46:57.132072,WhatsApp Business,MX,General,Cambio de dirección,0,1,0,14.957422106475285,258.17481180637384,,7.0,,906
2025-09-10 08:48:57.132072,Web,MX,General,Estado de pedido,0,1,1,9.055862776468896,115.06616109428212,3.978165857212476,,,937
2025-09-10 08:56:57.132072,Web,MX,General,Consultar catálogo,0,0,1,11.134940915212509,56.606145765641365,,7.0,,806
2025-09-10 09:06:57.132072,WhatsApp Business,ES,Entregas,Incidencia de entrega,1,0,1,8.948574369695969,34.1535795331438,4.978492884380899,,,816
2025-09-10 09:16:57.132072,WhatsApp Business,PT,General,Consultar catálogo,1,0,1,15.035901247118002,39.79672737939519,3.9656582840557935,,,925
2025-09-10 09:23:57.132072,App móvil,MX,Devoluciones,Devoluciones,1,0,1,6.801926938023302,30.207912705971225,,10.0,Inicio,1019
2025-09-10 09:28:57.132072,Email,PT,General,Cambio de dirección,1,0,1,21.897728551813454,31.760663385075297,4.092083514598809,,,858
2025-09-10 09:30:57.132072,Web,PT,General,Cambio de dirección,1,0,1,17.48428274990365,21.090949078429432,,8.0,,949
2025-09-10 09:35:57.132072,Web,ES,General,Estado de pedido,1,0,0,4.112749211905518,31.845894007415552,,,,866
2025-09-10 09:55:57.132072,App móvil,MX,General,Consultar catálogo,1,0,1,7.687387232767723,67.40748919563153,,8.0,,843
2025-09-10 09:55:57.132072,App móvil,MX,General,Estado de pedido,1,0,1,16.829034812500797,25.535708467356507,4.178127571148418,,,957
2025-09-10 09:55:57.132072,Web,MX,Devoluciones,Devoluciones,1,0,1,4.141977821175408,42.26948800294431,,7.0,Inicio,955
2025-09-10 09:58:57.132072,Voz,ES,General,Cambio de dirección,1,0,0,16.969043420045736,51.08610272568754,,,,884
2025-09-10 10:01:57.132072,App móvil,MX,General,Cambio de dirección,1,0,1,14.877493479593198,22.15687336935101,,,,898
2025-09-10 10:09:57.132072,Email,ES,General,Estado de pedido,1,0,1,8.740066733630817,49.85860480780153,,,,927
2025-09-10 10:13:57.132072,Email,ES,General,Consultar catálogo,0,1,1,12.05972720638649,161.98723676868173,,,,924
2025-09-10 10:16:57.132072,WhatsApp Business,ES,Devoluciones,Devoluciones,1,0,1,7.261020049740511,35.13568894547814,,,Inicio,1029
2025-09-10 10:17:57.132072,App móvil,ES,General,Consultar catálogo,1,0,1,19.62167290922806,27.95050685164824,,,,1054
2025-09-10 10:18:57.132072,Web,PT,Devoluciones,Devoluciones,0,0,0,15.449351489242812,48.83539468512935,,6.0,Inicio,974
2025-09-10 10:18:57.132072,WhatsApp Business,MX,General,Estado de pedido,1,0,1,16.238806666566028,51.60642450528983,,,,878
2025-09-10 10:19:57.132072,Web,MX,Devoluciones,Devoluciones,1,0,0,2.121511518011433,55.045583554816304,5.0,,Inicio,892
2025-09-10 10:31:57.132072,Web,PT,Entregas,Incidencia de entrega,1,0,1,19.143537312671945,27.679935021885814,,,,1038
2025-09-10 10:33:57.132072,App móvil,ES,General,Estado de pedido,0,0,1,16.76798730918618,21.921289686689043,3.369620268367234,5.0,,1006
2025-09-10 10:51:57.132072,Web,PT,General,Consultar catálogo,0,1,1,7.961662671359547,313.5284361374478,,,,921
2025-09-10 10:53:57.132072,Web,MX,General,Cambio de dirección,1,0,1,22.681837683114352,30.85576623919873,,,,1021
2025-09-10 10:56:57.132072,App móvil,MX,Entregas,Incidencia de entrega,0,0,1,9.376423326394413,57.03480231007568,4.494298762649598,6.0,,1047
2025-09-10 10:59:57.132072,WhatsApp Business,ES,Entregas,Incidencia de entrega,1,0,1,13.605224499767282,36.86868673520825,,,,807
2025-09-10 11:02:57.132072,App móvil,MX,General,Estado de pedido,1,0,1,22.232529614923493,57.68975747335864,,,,984
2025-09-10 11:12:57.132072,App móvil,ES,General,Estado de pedido,1,0,1,16.07374150788691,50.88012334943341,,,,979
2025-09-10 11:15:57.132072,WhatsApp Business,MX,Devoluciones,Devoluciones,0,0,0,10.990843116061397,31.31337742268444,,,Inicio,863
2025-09-10 11:16:57.132072,Web,ES,Devoluciones,Devoluciones,1,0,0,17.347724041647368,40.12876697552337,,6.0,Inicio,819
2025-09-10 11:34:57.132072,Voz,ES,Devoluciones,Devoluciones,0,1,1,10.113068721536052,302.1013765999831,4.041745780241798,,Inicio,824
2025-09-10 11:38:57.132072,WhatsApp Business,PT,Entregas,Incidencia de entrega,1,0,0,16.60777724689465,55.02501426458481,,7.0,,867
2025-09-10 11:39:57.132072,WhatsApp Business,ES,General,Estado de pedido,1,0,1,12.424717250388952,54.09859410910127,4.0801514341173455,,,1030
2025-09-10 11:42:57.132072,Web,ES,Devoluciones,Devoluciones,0,0,1,5.023118711566626,11.161687678291017,3.856771387219733,,Inicio,997
2025-09-10 12:01:57.132072,WhatsApp Business,MX,General,Estado de pedido,1,0,1,13.108962831503916,33.45743867032074,,,,818
2025-09-10 12:02:57.132072,WhatsApp Business,MX,Entregas,Incidencia de entrega,1,0,1,12.975171248508955,44.92238920172974,,,,870
2025-09-10 12:03:57.132072,Web,PT,Devoluciones,Devoluciones,0,1,1,12.489115661904478,261.33557947214103,,,Inicio,1036
2025-09-10 12:08:57.132072,App móvil,MX,General,Cambio de dirección,1,0,1,6.683213698268183,37.96926828585971,,,,1009
2025-09-10 12:10:57.132072,App móvil,ES,General,Estado de pedido,1,0,1,21.722521668723367,54.584072138733056,,7.0,,846
2025-09-10 12:19:57.132072,App móvil,ES,Entregas,Incidencia de entrega,1,0,1,13.824262797753365,63.55589392487241,,,,1046
2025-09-10 12:21:57.132072,WhatsApp Business,MX,General,Consultar catálogo,1,0,1,13.173771658572624,62.276576727178906,,,,972
2025-09-10 12:30:57.132072,Voz,MX,General,Estado de pedido,1,0,0,13.331601335446695,28.60648939733703,,7.0,,1003
2025-09-10 12:33:57.132072,Voz,PT,Devoluciones,Devoluciones,0,0,0,8.750354885494431,26.273919985900594,,,Inicio,877
2025-09-10 12:38:57.132072,Web,ES,Entregas,Incidencia de entrega,0,1,1,9.42815109749064,197.24264977033,,,,933
2025-09-10 12:38:57.132072,Web,MX,General,Estado de pedido,1,0,1,16.230930107440155,24.495913849595677,,,,830
2025-09-10 12:48:57.132072,Web,ES,General,Estado de pedido,1,0,0,23.757345170648808,61.22358640688235,4.436747025533033,,,953
2025-09-10 12:55:57.132072,Email,MX,General,Cambio de dirección,0,0,0,20.56147646757577,51.18328543700586,,,,813
2025-09-10 12:56:57.132072,WhatsApp Business,ES,General,Estado de pedido,1,0,1,15.648166950564088,46.62579412736847,4.639083546328485,,,920
2025-09-10 12:57:57.132072,WhatsApp Business,MX,Devoluciones,Devoluciones,1,0,0,10.135577494236838,41.35874424662703,,,Inicio,1039
2025-09-10 12:58:57.132072,WhatsApp Business,ES,Entregas,Incidencia de entrega,0,1,0,11.980343522752644,257.8372912196762,3.8479573054611182,10.0,,1059
2025-09-10 13:06:57.132072,App móvil,ES,General,Estado de pedido,1,0,1,15.004540122175706,40.56375456517119,,,,850
2025-09-10 13:12:57.132072,Web,ES,General,Estado de pedido,1,0,1,11.133504459534915,39.57156932309563,,,,918
2025-09-10 13:16:57.132072,App móvil,ES,Entregas,Incidencia de entrega,0,1,0,13.856021995995684,207.4903404678036,4.116224190728108,,,902
2025-09-10 13:19:57.132072,Web,ES,General,Estado de pedido,1,0,1,7.587855192425277,49.10283104156567,,,,883
2025-09-10 13:28:57.132072,Web,MX,General,Estado de pedido,1,0,0,18.72222313774804,47.25033859941569,,,,994
2025-09-10 13:28:57.132072,Voz,MX,Entregas,Incidencia de entrega,1,0,1,17.551419116838233,23.883615145975437,,,,872
2025-09-10 13:29:57.132072,Web,PT,General,Estado de pedido,0,1,0,12.367419800786193,274.3811900346236,,,,829
2025-09-10 13:58:57.132072,Voz,ES,General,Consultar catálogo,1,0,1,18.323692215863797,17.200348083818145,3.741881525254656,,,995
2025-09-10 14:01:57.132072,Email,ES,Devoluciones,Devoluciones,1,0,1,23.159223461591708,66.59878577273321,,,Inicio,1044
2025-09-10 14:07:57.132072,App móvil,PT,Devoluciones,Devoluciones,1,0,1,19.40598811030836,36.131876402287446,,8.0,Inicio,943
2025-09-10 14:09:57.132072,App móvil,ES,Entregas,Incidencia de entrega,0,1,0,14.960858317742744,184.4214129263997,3.9349015008488255,,,999
2025-09-10 14:20:57.132072,Voz,ES,General,Consultar catálogo,0,0,0,17.593065046474226,30.644634530581428,,3.0,,897
2025-09-10 14:28:57.132072,Web,ES,General,Estado de pedido,1,0,1,16.733883298075945,16.06407927216643,,6.0,,905
2025-09-10 14:42:57.132072,App móvil,ES,General,Estado de pedido,1,0,1,15.19333521272569,43.02620226745292,,,,1041
2025-09-10 14:53:57.132072,Voz,ES,General,Estado de pedido,1,0,1,6.903800432095817,55.66654241914323,5.0,,,936
2025-09-10 15:07:57.132072,Web,ES,Entregas,Incidencia de entrega,1,0,1,16.893453582680817,44.14665270789919,5.0,,,1016
2025-09-10 15:17:57.132072,Web,PT,General,Estado de pedido,1,0,1,12.455837487541109,22.22292788435693,,,,1010
2025-09-10 15:21:57.132072,WhatsApp Business,ES,Devoluciones,Devoluciones,1,0,1,14.13502632321431,39.97875481494429,5.0,,Inicio,915
2025-09-10 15:21:57.132072,Web,PT,General,Consultar catálogo,1,0,0,7.361804630725825,28.47291305333546,,4.0,,900
2025-09-10 15:23:57.132072,App móvil,ES,Entregas,Incidencia de entrega,1,0,1,18.96362359846965,35.44399012323677,4.646882803062305,,,985
2025-09-10 15:23:57.132072,Web,MX,Devoluciones,Devoluciones,1,0,1,12.070262529324127,32.76626335325025,3.7241209180139054,,Inicio,908
2025-09-10 15:26:57.132072,Web,ES,General,Estado de pedido,1,0,0,19.93090571811642,45.2683323249612,,,,1040
2025-09-10 15:28:57.132072,WhatsApp Business,MX,General,Consultar catálogo,1,0,1,17.072467895298924,43.19668313555817,4.242345646493857,,,810
2025-09-10 15:30:57.132072,Web,MX,Devoluciones,Devoluciones,1,0,0,6.437033660527499,65.7657132022373,4.4711568779197535,,Inicio,929
2025-09-10 15:30:57.132072,App móvil,ES,General,Estado de pedido,1,0,1,19.852504959298926,45.23864022597347,,,,919
2025-09-10 15:32:57.132072,Voz,ES,Devoluciones,Devoluciones,0,0,0,14.595187586481275,44.1506606258477,3.8306121782462985,8.0,Inicio,971
2025-09-10 15:41:57.132072,WhatsApp Business,ES,Devoluciones,Devoluciones,0,1,0,3.0680376967932013,242.99468916573653,4.17806169889682,7.0,Inicio,1028
2025-09-10 16:01:57.132072,Email,MX,Entregas,Incidencia de entrega,1,0,1,14.259808693903556,33.57361976183257,,,,862
2025-09-10 16:05:57.132072,Web,ES,General,Cambio de dirección,1,0,1,14.095982507999029,34.73720274242202,4.673693189608387,,,1004
2025-09-10 16:05:57.132072,Web,ES,General,Consultar catálogo,1,0,0,14.482032997466211,27.65013221133915,4.751562183762475,7.0,,907
2025-09-10 16:07:57.132072,Voz,ES,General,Consultar catálogo,1,0,1,3.824997923188104,45.40702293660658,,,,1031
2025-09-10 16:14:57.132072,App móvil,ES,Devoluciones,Devoluciones,0,0,0,19.10221132050692,35.48912176834005,3.90468229997306,,Inicio,834
2025-09-10 16:17:57.132072,App móvil,ES,General,Estado de pedido,1,0,1,23.46705360249663,53.507668960417305,4.68247763101352,7.0,,1024
2025-09-10 16:17:57.132072,Email,ES,Devoluciones,Devoluciones,1,0,1,6.043781704868256,39.700308950776346,,,Inicio,881
2025-09-10 16:23:57.132072,WhatsApp Business,ES,Devoluciones,Devoluciones,1,0,1,15.436607604233968,41.41631028795952,4.923249260118252,10.0,Inicio,1057
2025-09-10 16:24:57.132072,App móvil,ES,General,Estado de pedido,1,0,1,8.35937274721633,52.11312045912378,5.0,8.0,,998
2025-09-10 16:30:57.132072,App móvil,ES,General,Estado de pedido,0,1,1,14.316292232795512,313.5462818176184,4.394244173197823,,,832
2025-09-10 16:32:57.132072,WhatsApp Business,MX,General,Estado de pedido,1,0,1,14.372457123814184,37.538725986505256,,,,1050
2025-09-10 16:34:57.132072,Web,ES,General,Estado de pedido,1,0,1,8.826065576514047,45.40965844509741,3.921390543348392,,,930
